stage,scenario,n,p,learner,tabicl_estimators,success_count,failure_count,oom_count,bias,rmse,empirical_sd,mean_standard_error,coverage,mean_interval_length,mean_runtime_seconds,mean_l_mse,mean_m_mse,bias_mcse
stage1,tree,1000,100,mlp,0,20,0,0,-0.17784723403109656,0.18156691596880967,0.03751359503620215,0.03412306834773409,0.0,0.13375997000711498,7.435096085001715,1.555612420587486,0.9474486453424771,0.008388294858134668
stage1,tree,1000,100,random_forest,0,20,0,0,-0.12017106821779892,0.1233892563190447,0.02872414972146411,0.03536534556047692,0.0,0.1386296071986965,292.70156767500447,0.4612339001795417,0.21499165579245028,0.00642291513730754
stage1,tree,1000,100,tabiclv2,1,20,0,0,-0.09979925954025218,0.10242636166410103,0.02364801892142364,0.034459007793256724,0.05,0.13507682843553645,4.491216160000112,0.42124899751535577,0.22166349980397976,0.005287857784150451
stage1,tree,1000,100,xgboost,0,20,0,0,-0.13776111785725198,0.1402360597531578,0.026911685229782975,0.03447694062996693,0.0,0.13514712386372177,347.70819259000126,0.49255316400553023,0.2800221903700971,0.006017635756287177
stage1,tree,2000,10,ensemble,0,20,0,0,-0.06673937602462823,0.07154725016080347,0.02645482133783376,0.023817637599554103,0.3,0.09336342378390614,493.27655171500226,0.25603913540668793,0.1305619360734968,0.005915477884400821
stage1,tree,2000,10,lasso,0,20,0,0,-0.07444879112679423,0.07902528885111285,0.02719082232473974,0.021981856382523902,0.1,0.08616729364615752,0.07044417499855626,0.7244029596485839,0.4966573544774112,0.006080052708223691
stage1,tree,2000,10,mlp,0,20,0,0,-0.08044195665788498,0.08658630779743497,0.03286784233936522,0.022802564593292093,0.05,0.08938441071600146,9.742988189987955,0.7186739464974206,0.4435819654926207,0.0073494729744566336
stage1,tree,2000,10,random_forest,0,20,0,0,-0.1014384133564448,0.10452507927969479,0.025868910301008206,0.023975728206066797,0.0,0.09398312757402408,101.04587628498848,0.280169580984886,0.16347476687882417,0.005784464193689889
stage1,tree,2000,10,tabiclv2,1,20,0,0,-0.09865757717445316,0.10287821724895305,0.0299228842261254,0.02319799757344924,0.0,0.09093447951481613,3.7874320699999773,0.24264036388657986,0.1870200231521857,0.006690960321247258
stage1,tree,2000,10,xgboost,0,20,0,0,-0.0541238060470263,0.06116335776919397,0.029228139876104973,0.02384101601176237,0.4,0.09345506547579399,46.2988462850044,0.2828628751754913,0.13190881843994168,0.0065356107618843
stage1,tree,2000,50,ensemble,0,20,0,0,-0.11417204770026161,0.1168473349968795,0.025506309225720496,0.023775539458904246,0.0,0.09319840210492647,1835.487838894999,0.3062762561692642,0.19240219323066138,0.005703384128384105
stage1,tree,2000,50,lasso,0,20,0,0,-0.06895311672464577,0.07300401215696703,0.024603240800049643,0.022003837728727764,0.2,0.08625345893994008,0.08681093999184668,0.738837195945505,0.4969119514332566,0.005501451889570731
stage1,tree,2000,50,mlp,0,20,0,0,-0.14053302963965622,0.14286609554013374,0.02638158917806393,0.02321435171627028,0.0,0.09099858657667068,7.728960059996462,1.0196079703190744,0.6683764063019497,0.005899102675662375
stage1,tree,2000,50,random_forest,0,20,0,0,-0.11836769143359853,0.12144904036152314,0.027889991213889197,0.024095990941049934,0.0,0.09445454883252255,372.6989920699998,0.3377685966358683,0.19321652179713977,0.006236391624612812
stage1,tree,2000,50,tabiclv2,1,20,0,0,-0.10083136798928694,0.10445606869303359,0.027986942748976347,0.023023196086723888,0.0,0.09024927027796467,4.420401280000169,0.2557072652170131,0.19607930452452052,0.006258070646910594
stage1,tree,2000,50,xgboost,0,20,0,0,-0.11463576899046653,0.11812684107625103,0.0292465211717702,0.023718848244151415,0.0,0.09297617662661575,211.9815939100052,0.34169950849099295,0.22351839126952622,0.006539720944546496
stage1,tree,2000,100,ensemble,0,20,0,0,-0.1122125999913951,0.11364654706024986,0.018463906808141257,0.0239994251595397,0.0,0.09407601792472452,3615.991929715002,0.3321718753719235,0.1951240276488315,0.004128655075322502
stage1,tree,2000,100,lasso,0,20,0,0,-0.07005364950614287,0.07268887329044328,0.019898650869491143,0.022100199454653004,0.15,0.08663118996454329,0.1372069650067715,0.7528484843670811,0.5023561323440506,0.0044494736004717485
stage1,tree,2000,100,mlp,0,20,0,0,-0.16184816182863507,0.16288278188934857,0.018805742367833257,0.02382313625728685,0.0,0.09338497812614512,11.257943195002735,1.2991488720065134,0.8068766667237732,0.004205091830182302
stage1,tree,2000,100,random_forest,0,20,0,0,-0.11521434240899069,0.11661762198898057,0.018505335265627476,0.024311710403849197,0.0,0.09530015358822433,738.0144079799996,0.3630426118923583,0.1941642211318692,0.004137918760036716
stage1,tree,2000,100,tabiclv2,1,20,0,0,-0.09616643625447945,0.09782376270320209,0.018396369422296832,0.02312853689571503,0.0,0.09066219866141458,5.388525400000162,0.2758310254866506,0.2015855711431857,0.004113553256745425
stage1,tree,2000,100,xgboost,0,20,0,0,-0.12646575905573845,0.12761651687936854,0.017543544828078707,0.02389532847572684,0.0,0.093667966422358,419.60792839500647,0.3624588390084678,0.24182012970085687,0.003922855880189885
stage1,tree,5000,10,ensemble,0,20,0,0,-0.03287660651544866,0.03650688439116336,0.016283066825390498,0.014881983812994045,0.4,0.0583363045839528,2121.9536584999964,0.1694111437411104,0.0709587104898108,0.003641004430374485
stage1,tree,5000,10,lasso,0,20,0,0,-0.06284698063386558,0.06444946158626345,0.014653547225152096,0.013824879299910992,0.05,0.054192531036877725,0.07993073500692845,0.7203090486286263,0.4903794795022252,0.00327663277069435
stage1,tree,5000,10,mlp,0,20,0,0,-0.06106531819243732,0.06364886647370986,0.018416386223158943,0.014517352774607107,0.05,0.05690697717818509,30.273648079996928,0.5157716852670235,0.3087666389315007,0.0041180291494874
stage1,tree,5000,10,random_forest,0,20,0,0,-0.07091713213273063,0.07322949880881251,0.01873133782444181,0.015025237096508923,0.0,0.05889784713666531,280.2498782699986,0.20271302527669088,0.11243712580788065,0.004188454468496491
stage1,tree,5000,10,tabiclv2,1,20,0,0,-0.08520176050707277,0.08702507735254417,0.01818108023864101,0.014395092681232952,0.0,0.056427726418665426,4.608538995000072,0.16135754812830935,0.15541136652887058,0.004065413131797939
stage1,tree,5000,10,xgboost,0,20,0,0,-0.02828526208401655,0.0319288621849554,0.01519682062539366,0.014871550702083259,0.5,0.058295407540689084,56.60692001500574,0.17840871906072758,0.070797558599069,0.003398112396025109
stage1,tree,5000,50,ensemble,0,20,0,0,-0.10847480675808012,0.10940777581931975,0.014627936809144313,0.014727711436258503,0.0,0.0577315679795307,4526.465568070003,0.20060760000991346,0.15832116866025078,0.003270906107581805
stage1,tree,5000,50,lasso,0,20,0,0,-0.06846557859896589,0.06934798781774555,0.01131407886238283,0.01380330936253775,0.0,0.05410797843607703,0.1573099349916447,0.7193025335859589,0.4906771665035577,0.0025299049439081495
stage1,tree,5000,50,mlp,0,20,0,0,-0.11690372035421168,0.11780208575483705,0.014897953781582398,0.014543651549381208,0.0,0.057010066480974675,13.971869044995401,0.8986118931454985,0.5877066858369308,0.0033312837381268296
stage1,tree,5000,50,random_forest,0,20,0,0,-0.12894629747843,0.129444002783168,0.011634894120389703,0.01496694512920237,0.0,0.05866934682364768,1248.3292478050018,0.24230480603202592,0.17454199389223912,0.0026016414164203995
stage1,tree,5000,50,tabiclv2,1,20,0,0,-0.1064375510297502,0.10684040562558411,0.009510105706904259,0.014276593745988478,0.0,0.0559632191280944,6.186387970000124,0.16196054609280416,0.17439885891575876,0.002126524283384661
stage1,tree,5000,50,xgboost,0,20,0,0,-0.10189175221662994,0.10289047725688721,0.014672607502450525,0.0147065450251937,0.0,0.057648597172792734,265.68528585999445,0.20717476692422876,0.16122169552083915,0.0032808947782652785
stage1,tree,5000,100,ensemble,0,20,0,0,-0.12320606769497644,0.12454219960354547,0.018666727089727404,0.014787863164882847,0.0,0.05796735842295374,9520.293346484988,0.21095673614011146,0.17516486399110548,0.004174007069006729
stage1,tree,5000,100,lasso,0,20,0,0,-0.0729061093362777,0.07375872538232714,0.011473025181394706,0.013825814152270155,0.0,0.05419619559078738,0.25712718499416953,0.7214877286159591,0.4920923942697876,0.002565446421316542
stage1,tree,5000,100,mlp,0,20,0,0,-0.15173003047750086,0.15215675048246824,0.011683302015258488,0.01483480434856615,0.0,0.05815136448177568,22.034933845003252,1.0537535828870728,0.681600082301339,0.002612465750777826
stage1,tree,5000,100,random_forest,0,20,0,0,-0.13111971983274479,0.13217210642218521,0.017078296077338174,0.015109818253406026,0.0,0.059229399179243435,2614.4726599999876,0.2568619811412306,0.17963361629475255,0.003818823096879616
stage1,tree,5000,100,tabiclv2,1,20,0,0,-0.1102816553371869,0.11100651071688657,0.01299400337921791,0.014346557182390534,0.0,0.05623747075925979,8.190325464999933,0.16955190187197783,0.18131545477912067,0.002905547485579322
stage1,tree,5000,100,xgboost,0,20,0,0,-0.12128269154896087,0.1232812299333364,0.022682485348734314,0.014657240802508279,0.0,0.05745532817129436,574.7327128000092,0.21864998297299004,0.18875903058161636,0.0050719579138412945
